case	consumer	rc	phase	surface	normalised_argv	instrument	reason
arms/A7/a7-c07-goal-order-agreeing-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c07-goal-order-agreeing-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c07-goal-order-agreeing-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c07-goal-order-agreeing-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status ta7goalorderagreeing	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c07-goal-order-agreeing-rw/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c07-goal-order-agreeing-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/ta7goalorderagreeing/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c08-goal-order-single-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c08-goal-order-single-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c08-goal-order-single-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c08-goal-order-single-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c08-goal-order-single-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status ta7goalordersingle	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c08-goal-order-single-ro/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c08-goal-order-single-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/ta7goalordersingle/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c08-goal-order-single-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c08-goal-order-single-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c08-goal-order-single-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c08-goal-order-single-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c08-goal-order-single-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status ta7goalordersingle	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c08-goal-order-single-rw/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c08-goal-order-single-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/ta7goalordersingle/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c09-goals-distinct-ts-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c09-goals-distinct-ts-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c09-goals-distinct-ts-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c09-goals-distinct-ts-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c09-goals-distinct-ts-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg9	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c09-goals-distinct-ts-ro/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c09-goals-distinct-ts-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg9/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c09-goals-distinct-ts-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c09-goals-distinct-ts-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c09-goals-distinct-ts-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c09-goals-distinct-ts-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c09-goals-distinct-ts-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg9	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c09-goals-distinct-ts-rw/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c09-goals-distinct-ts-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg9/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c10-branch-live-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c10-branch-live-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c10-branch-live-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c10-branch-live-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c10-branch-live-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status ta7g	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c10-branch-live-ro/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c10-branch-live-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/ta7g/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c10-branch-live-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c10-branch-live-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c10-branch-live-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c10-branch-live-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c10-branch-live-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status ta7g	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c10-branch-live-rw/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c10-branch-live-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/ta7g/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c11-branch-stopped-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c11-branch-stopped-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c11-branch-stopped-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c11-branch-stopped-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c11-branch-stopped-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status ta7g	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c11-branch-stopped-ro/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c11-branch-stopped-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/ta7g/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c11-branch-stopped-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c11-branch-stopped-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c11-branch-stopped-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c11-branch-stopped-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c11-branch-stopped-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status ta7g	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c11-branch-stopped-rw/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c11-branch-stopped-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/ta7g/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c12-405j-pair-full-fresh-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c12-405j-pair-full-fresh-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c12-405j-pair-full-fresh-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c12-405j-pair-full-fresh-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c12-405j-pair-full-fresh-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg5	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c12-405j-pair-full-fresh-ro/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c12-405j-pair-full-fresh-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c12-405j-pair-full-fresh-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c12-405j-pair-full-fresh-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c12-405j-pair-full-fresh-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c12-405j-pair-full-fresh-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c12-405j-pair-full-fresh-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg5	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c12-405j-pair-full-fresh-rw/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c12-405j-pair-full-fresh-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c13-405j-pair-stale-keys-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c13-405j-pair-stale-keys-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c13-405j-pair-stale-keys-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c13-405j-pair-stale-keys-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c13-405j-pair-stale-keys-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg5	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c13-405j-pair-stale-keys-ro/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c13-405j-pair-stale-keys-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c13-405j-pair-stale-keys-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c13-405j-pair-stale-keys-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c13-405j-pair-stale-keys-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c13-405j-pair-stale-keys-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c13-405j-pair-stale-keys-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg5	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c13-405j-pair-stale-keys-rw/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c13-405j-pair-stale-keys-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c14-405j-pair-slot-only-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c14-405j-pair-slot-only-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c14-405j-pair-slot-only-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c14-405j-pair-slot-only-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c14-405j-pair-slot-only-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg5	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c14-405j-pair-slot-only-ro/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c14-405j-pair-slot-only-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c14-405j-pair-slot-only-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c14-405j-pair-slot-only-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c14-405j-pair-slot-only-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c14-405j-pair-slot-only-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c14-405j-pair-slot-only-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg5	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c14-405j-pair-slot-only-rw/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c14-405j-pair-slot-only-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c15-405j-pair-session-only-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c15-405j-pair-session-only-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c15-405j-pair-session-only-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c15-405j-pair-session-only-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c15-405j-pair-session-only-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg5	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c15-405j-pair-session-only-ro/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c15-405j-pair-session-only-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c15-405j-pair-session-only-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c15-405j-pair-session-only-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c15-405j-pair-session-only-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c15-405j-pair-session-only-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c15-405j-pair-session-only-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg5	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c15-405j-pair-session-only-rw/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c15-405j-pair-session-only-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c16-405j-pair-keyless-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c16-405j-pair-keyless-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c16-405j-pair-keyless-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c16-405j-pair-keyless-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c16-405j-pair-keyless-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg5	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c16-405j-pair-keyless-ro/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c16-405j-pair-keyless-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c16-405j-pair-keyless-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c16-405j-pair-keyless-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c16-405j-pair-keyless-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c16-405j-pair-keyless-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c16-405j-pair-keyless-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg5	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c16-405j-pair-keyless-rw/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c16-405j-pair-keyless-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c17-405j-pair-one-empty-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c17-405j-pair-one-empty-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c17-405j-pair-one-empty-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c17-405j-pair-one-empty-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c17-405j-pair-one-empty-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg5	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c17-405j-pair-one-empty-ro/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c17-405j-pair-one-empty-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c17-405j-pair-one-empty-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c17-405j-pair-one-empty-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c17-405j-pair-one-empty-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c17-405j-pair-one-empty-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c17-405j-pair-one-empty-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg5	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c17-405j-pair-one-empty-rw/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c17-405j-pair-one-empty-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c18-405j-pair-all-empty-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c18-405j-pair-all-empty-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c18-405j-pair-all-empty-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c18-405j-pair-all-empty-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c18-405j-pair-all-empty-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg5	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c18-405j-pair-all-empty-ro/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c18-405j-pair-all-empty-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c18-405j-pair-all-empty-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c18-405j-pair-all-empty-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c18-405j-pair-all-empty-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c18-405j-pair-all-empty-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A7/a7-c18-405j-pair-all-empty-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg5	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c18-405j-pair-all-empty-rw/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A7/a7-c18-405j-pair-all-empty-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A8/a8-c01-fastpath-running-mutating/consumers.tsv	ae-name-running	1	P2	ae <session>	ae ta8a8c01fastpathrunning	frozen	session-name token is a launch candidate, a lifecycle surface
arms/A8/a8-c02-resume-stopped-mutating/consumers.tsv	ae-name-stopped	1	P2	ae <session>	ae ta8a8c02resumestopped	frozen	session-name token is a launch candidate, a lifecycle surface
arms/A8/a8-c03-inside-session-mutating/consumers.tsv	inside-session	1	P2	ae <session>	ae ta8a8c03insidesession from inside the session	unrecorded	session-name token is a launch candidate, a lifecycle surface
arms/A8/a8-c04-use-existing-mutating/consumers.tsv	ae-local-existing	1	P2	ae <session>	ae --local ta8a8c04useexisting	frozen	session-name token is a launch candidate, a lifecycle surface
arms/A9/a9-c01-no-events-ro-noserver/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c01-no-events-ro-noserver/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c01-no-events-ro-noserver/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c01-no-events-ro-noserver/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c01-no-events-ro-noserver/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c01-no-events-ro-noserver/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c01-no-events-ro-noserver/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
