# EXPLANATORY ONLY — NOT AUTHORITY. Every row here has a matching UNSCORABLE
# obligation in OBLIGATIONS.tsv, and the gate enforces TWO-WAY equality between
# the two sets. This file exists to carry the reasoning at length; the DENOMINATOR
# is the table, because C3/C5/C16 reconcile to the obligation inventory and an
# external file is neither the inventory nor a criterion-1 pinned input.
case	consumer	locus	why
arms/A7/a7-c18-405j-pair-all-empty-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c01-no-events-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c01-no-events-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c01-no-events-ro-noserver	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c01-no-events-ro-noserver	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c01-no-events-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c01-no-events-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c02-zero-byte-events-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c02-zero-byte-events-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c02-zero-byte-events-ro-noserver	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c02-zero-byte-events-ro-noserver	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c02-zero-byte-events-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c02-zero-byte-events-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c03-meta-mode-000-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c03-meta-mode-000-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c03-meta-mode-000-ro-noserver	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c03-meta-mode-000-ro-noserver	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c03-meta-mode-000-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c03-meta-mode-000-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c04-malformed-event-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c04-malformed-event-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c04-malformed-event-ro-noserver	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c04-malformed-event-ro-noserver	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c04-malformed-event-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c04-malformed-event-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c05-meta-absent-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c05-meta-absent-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c05-meta-absent-ro-noserver	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c05-meta-absent-ro-noserver	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c05-meta-absent-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c05-meta-absent-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c06-healthy-control-ro	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c06-healthy-control-ro	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c06-healthy-control-ro-noserver	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c06-healthy-control-ro-noserver	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c06-healthy-control-rw	list-all-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/A9/a9-c06-healthy-control-rw	list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/D/d01-controller-only-twin-twin	baseline-list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/D/d01-controller-only-twin-twin	rerun-list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/D/d01-list-vs-goal-writer-barrier	barrier-list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/D/d01-list-vs-goal-writer-barrier	baseline-list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
arms/D/d01-list-vs-goal-writer-barrier	rerun-list-json	inventory_complete (value)	no captured connect failure names a session's RECORDED server, so no independently entitled enumeration is shown to have finally failed; ambient entitlement turns on the AE_TMUX_SERVER selection SC-1410c leaves unclassified
